6300	6350	484	2151	2530	2846	484	2151	2530	2846
6350	6400	488	2168	2550	2869	488	2168	2550	2869
6400	6450	492	2185	2570	2891	492	2185	2570	2891
6450	6500	496	2202	2590	2914	496	2202	2590	2914
6500	6550	496	2219	2610	2936	496	2219	2610	2936
6550	6600	496	2236	2630	2959	496	2236	2630	2959
6600	6650	496	2253	2650	2981	496	2253	2650	2981
6650	6700	496	2270	2670	3004	496	2270	2670	3004
6700	6750	496	2287	2690	3026	496	2287	2690	3026
6750	6800	496	2304	2710	3049	496	2304	2710	3049
6800	6850	496	2321	2730	3071	496	2321	2730	3071
6850	6900	496	2338	2750	3094	496	2338	2750	3094
6900	6950	496	2355	2770	3116	496	2355	2770	3116
6950	7000	496	2372	2790	3139	496	2372	2790	3139
7000	7050	496	2389	2810	3161	496	2389	2810	3161
7050	7100	496	2406	2830	3184	496	2406	2830	3184
7100	7150	496	2423	2850	3206	496	2423	2850	3206
7150	7200	496	2440	2870	3229	496	2440	2870	3229
7200	7250	496	2457	2890	3251	496	2457	2890	3251
7250	7300	496	2474	2910	3274	496	2474	2910	3274
7300	7350	496	2491	2930	3296	496	2491	2930	3296
7350	7400	496	2508	2950	3319	496	2508	2950	3319
7400	7450	496	2525	2970	3341	496	2525	2970	3341
7450	7500	496	2542	2990	3364	496	2542	2990	3364
7500	7550	496	2559	3010	3386	496	2559	3010	3386
7550	7600	496	2576	3030	3409	496	2576	3030	3409
7600	7650	496	2593	3050	3431	496	2593	3050	3431
7650	7700	496	2610	3070	3454	496	2610	3070	3454
7700	7750	496	2627	3090	3476	496	2627	3090	3476
7750	7800	496	2644	3110	3499	496	2644	3110	3499
7800	7850	496	2661	3130	3521	496	2661	3130	3521
7850	7900	496	2678	3150	3544	496	2678	3150	3544
7900	7950	496	2695	3170	3566	496	2695	3170	3566
7950	8000	496	2712	3190	3589	496	2712	3190	3589
8000	8050	496	2729	3210	3611	496	2729	3210	3611
8050	8100	496	2746	3230	3634	496	2746	3230	3634
8100	8150	496	2763	3250	3656	496	2763	3250	3656
8150	8200	491	2780	3270	3679	496	2780	3270	3679
8200	8250	487	2797	3290	3701	496	2797	3290	3701
8250	8300	483	2814	3310	3724	496	2814	3310	3724
8300	8350	479	2831	3330	3746	496	2831	3330	3746
8350	8400	475	2848	3350	3769	496	2848	3350	3769
8400	8450	472	2865	3370	3791	496	2865	3370	3791
8450	8500	468	2882	3390	3814	496	2882	3390	3814
8500	8550	464	2899	3410	3836	496	2899	3410	3836
8550	8600	460	2916	3430	3859	496	2916	3430	3859
8600	8650	456	2933	3450	3881	496	2933	3450	3881
8650	8700	452	2950	3470	3904	496	2950	3470	3904
8700	8750	449	2967	3490	3926	496	2967	3490	3926
8750	8800	445	2984	3510	3949	496	2984	3510	3949
8800	8850	441	3001	3530	3971	496	3001	3530	3971
8850	8900	437	3018	3550	3994	496	3018	3550	3994
8900	8950	433	3035	3570	4016	496	3035	3570	4016
8950	9000	430	3052	3590	4039	496	3052	3590	4039
9000	9050	426	3069	3610	4061	496	3069	3610	4061
9050	9100	422	3086	3630	4084	496	3086	3630	4084
9100	9150	418	3103	3650	4106	496	3103	3650	4106
9150	9200	414	3120	3670	4129	496	3120	3670	4129
9200	9250	410	3137	3690	4151	496	3137	3690	4151
9250	9300	407	3154	3710	4174	496	3154	3710	4174
9300	9350	403	3171	3730	4196	496	3171	3730	4196
9350	9400	399	3188	3750	4219	496	3188	3750	4219
9400	9450	395	3205	3770	4241	496	3205	3770	4241
9450	9500	391	3222	3790	4264	496	3222	3790	4264
9500	9550	387	3239	3810	4286	496	3239	3810	4286
9550	9600	384	3256	3830	4309	496	3256	3830	4309
9600	9650	380	3273	3850	4331	496	3273	3850	4331
9650	9700	376	3290	3870	4354	496	3290	3870	4354
9700	9750	372	3305	3890	4376	496	3305	3890	4376
9750	9800	368	3305	3910	4399	496	3305	3910	4399
9800	9850	365	3305	3930	4421	496	3305	3930	4421
9850	9900	361	3305	3950	4444	496	3305	3950	4444
9900	9950	357	3305	3970	4466	496	3305	3970	4466
9950	10000	353	3305	3990	4489	496	3305	3990	4489
10000	10050	349	3305	4010	4511	496	3305	4010	4511
10050	10100	345	3305	4030	4534	496	3305	4030	4534
10100	10150	342	3305	4050	4556	496	3305	4050	4556
10150	10200	338	3305	4070	4579	496	3305	4070	4579
10200	10250	334	3305	4090	4601	496	3305	4090	4601
10250	10300	330	3305	4110	4624	496	3305	4110	4624
10300	10350	326	3305	4130	4646	496	3305	4130	4646
10350	10400	322	3305	4150	4669	496	3305	4150	4669
10400	10450	319	3305	4170	4691	496	3305	4170	4691
10450	10500	315	3305	4190	4714	496	3305	4190	4714
10500	10550	311	3305	4210	4736	496	3305	4210	4736
10550	10600	307	3305	4230	4759	496	3305	4230	4759
10600	10650	303	3305	4250	4781	496	3305	4250	4781
10650	10700	299	3305	4270	4804	496	3305	4270	4804
10700	10750	296	3305	4290	4826	496	3305	4290	4826
10750	10800	292	3305	4310	4849	496	3305	4310	4849
10800	10850	288	3305	4330	4871	496	3305	4330	4871
10850	10900	284	3305	4350	4894	496	3305	4350	4894
10900	10950	280	3305	4370	4916	496	3305	4370	4916
10950	11000	277	3305	4390	4939	496	3305	4390	4939
11000	11050	273	3305	4410	4961	496	3305	4410	4961
11050	11100	269	3305	4430	4984	496	3305	4430	4984
11100	11150	265	3305	4450	5006	496	3305	4450	5006
11150	11200	261	3305	4470	5029	496	3305	4470	5029
11200	11250	257	3305	4490	5051	496	3305	4490	5051
11250	11300	254	3305	4510	5074	496	3305	4510	5074
11300	11350	250	3305	4530	5096	496	3305	4530	5096
11350	11400	246	3305	4550	5119	496	3305	4550	5119
11400	11450	242	3305	4570	5141	496	3305	4570	5141
11450	11500	238	3305	4590	5164	496	3305	4590	5164
11500	11550	234	3305	4610	5186	496	3305	4610	5186
11550	11600	231	3305	4630	5209	496	3305	4630	5209
11600	11650	227	3305	4650	5231	496	3305	4650	5231
11650	11700	223	3305	4670	5254	496	3305	4670	5254
11700	11750	219	3305	4690	5276	496	3305	4690	5276
11750	11800	215	3305	4710	5299	496	3305	4710	5299
11800	11850	212	3305	4730	5321	496	3305	4730	5321
11850	11900	208	3305	4750	5344	496	3305	4750	5344
11900	11950	204	3305	4770	5366	496	3305	4770	5366
11950	12000	200	3305	4790	5389	496	3305	4790	5389
12000	12050	196	3305	4810	5411	496	3305	4810	5411
12050	12100	192	3305	4830	5434	496	3305	4830	5434
12100	12150	189	3305	4850	5456	496	3305	4850	5456
12150	12200	185	3305	4870	5479	496	3305	4870	5479
12200	12250	181	3305	4890	5501	496	3305	4890	5501
12250	12300	177	3305	4910	5524	496	3305	4910	5524
12300	12350	173	3305	4930	5546	496	3305	4930	5546
12350	12400	169	3305	4950	5569	496	3305	4950	5569
12400	12450	166	3305	4970	5591	496	3305	4970	5591
12450	12500	162	3305	4990	5614	496	3305	4990	5614
12500	12550	158	3305	5010	5636	496	3305	5010	5636
12550	12600	154	3305	5030	5659	496	3305	5030	5659
12600	12650	150	3305	5050	5681	496	3305	5050	5681
12650	12700	146	3305	5070	5704	496	3305	5070	5704
12700	12750	143	3305	5090	5726	496	3305	5090	5726
12750	12800	139	3305	5110	5749	496	3305	5110	5749
12800	12850	135	3305	5130	5771	496	3305	5130	5771
12850	12900	131	3305	5150	5794	496	3305	5150	5794
12900	12950	127	3305	5170	5816	496	3305	5170	5816
12950	13000	124	3305	5190	5839	496	3305	5190	5839
13000	13050	120	3305	5210	5861	496	3305	5210	5861
13050	13100	116	3305	5230	5884	496	3305	5230	5884
13100	13150	112	3305	5250	5906	496	3305	5250	5906
13150	13200	108	3305	5270	5929	496	3305	5270	5929
13200	13250	104	3305	5290	5951	496	3305	5290	5951
13250	13300	101	3305	5310	5974	496	3305	5310	5974
13300	13350	97	3305	5330	5996	496	3305	5330	5996
13350	13400	93	3305	5350	6019	496	3305	5350	6019
13400	13450	89	3305	5370	6041	496	3305	5370	6041
13450	13500	85	3305	5390	6064	496	3305	5390	6064
13500	13550	81	3305	5410	6086	496	3305	5410	6086
13550	13600	78	3305	5430	6109	493	3305	5430	6109
13600	13650	74	3305	5450	6131	489	3305	5450	6131
13650	13700	70	3305	5460	6143	485	3305	5460	6143
13700	13750	66	3305	5460	6143	482	3305	5460	6143
13750	13800	62	3305	5460	6143	478	3305	5460	6143
13800	13850	59	3305	5460	6143	474	3305	5460	6143
13850	13900	55	3305	5460	6143	470	3305	5460	6143
13900	13950	51	3305	5460	6143	466	3305	5460	6143
13950	14000	47	3305	5460	6143	462	3305	5460	6143
14000	14050	43	3305	5460	6143	459	3305	5460	6143
14050	14100	39	3305	5460	6143	455	3305	5460	6143
14100	14150	36	3305	5460	6143	451	3305	5460	6143
14150	14200	32	3305	5460	6143	447	3305	5460	6143
14200	14250	28	3305	5460	6143	443	3305	5460	6143
14250	14300	24	3305	5460	6143	439	3305	5460	6143
14300	14350	20	3305	5460	6143	436	3305	5460	6143
14350	14400	16	3305	5460	6143	432	3305	5460	6143
14400	14450	13	3305	5460	6143	428	3305	5460	6143
14450	14500	9	3305	5460	6143	424	3305	5460	6143
14500	14550	5	3305	5460	6143	420	3305	5460	6143
14550	14600	*	3305	5460	6143	417	3305	5460	6143
14600	14650	0	3305	5460	6143	413	3305	5460	6143
14650	14700	0	3305	5460	6143	409	3305	5460	6143
14700	14750	0	3305	5460	6143	405	3305	5460	6143
14750	14800	0	3305	5460	6143	401	3305	5460	6143
14800	14850	0	3305	5460	6143	397	3305	5460	6143
14850	14900	0	3305	5460	6143	394	3305	5460	6143
14900	14950	0	3305	5460	6143	390	3305	5460	6143
14950	15000	0	3305	5460	6143	386	3305	5460	6143
15000	15050	0	3305	5460	6143	382	3305	5460	6143
15050	15100	0	3305	5460	6143	378	3305	5460	6143
15100	15150	0	3305	5460	6143	374	3305	5460	6143
15150	15200	0	3305	5460	6143	371	3305	5460	6143
15200	15250	0	3305	5460	6143	367	3305	5460	6143
15250	15300	0	3305	5460	6143	363	3305	5460	6143
15300	15350	0	3305	5460	6143	359	3305	5460	6143
15350	15400	0	3305	5460	6143	355	3305	5460	6143
15400	15450	0	3305	5460	6143	352	3305	5460	6143
15450	15500	0	3305	5460	6143	348	3305	5460	6143
15500	15550	0	3305	5460	6143	344	3305	5460	6143
15550	15600	0	3305	5460	6143	340	3305	5460	6143
15600	15650	0	3305	5460	6143	336	3305	5460	6143
15650	15700	0	3305	5460	6143	332	3305	5460	6143
15700	15750	0	3305	5460	6143	329	3305	5460	6143
15750	15800	0	3305	5460	6143	325	3305	5460	6143
15800	15850	0	3305	5460	6143	321	3305	5460	6143
15850	15900	0	3305	5460	6143	317	3305	5460	6143
15900	15950	0	3305	5460	6143	313	3305	5460	6143
15950	16000	0	3305	5460	6143	309	3305	5460	6143
16000	16050	0	3305	5460	6143	306	3305	5460	6143
16050	16100	0	3305	5460	6143	302	3305	5460	6143
16100	16150	0	3305	5460	6143	298	3305	5460	6143
16150	16200	0	3305	5460	6143	294	3305	5460	6143
16200	16250	0	3305	5460	6143	290	3305	5460	6143
16250	16300	0	3305	5460	6143	286	3305	5460	6143
16300	16350	0	3305	5460	6143	283	3305	5460	6143
16350	16400	0	3305	5460	6143	279	3305	5460	6143
16400	16450	0	3305	5460	6143	275	3305	5460	6143
16450	16500	0	3305	5460	6143	271	3305	5460	6143
16500	16550	0	3305	5460	6143	267	3305	5460	6143
16550	16600	0	3305	5460	6143	264	3305	5460	6143
16600	16650	0	3305	5460	6143	260	3305	5460	6143
16650	16700	0	3305	5460	6143	256	3305	5460	6143
16700	16750	0	3305	5460	6143	252	3305	5460	6143
16750	16800	0	3305	5460	6143	248	3305	5460	6143
16800	16850	0	3305	5460	6143	244	3305	5460	6143
16850	16900	0	3305	5460	6143	241	3305	5460	6143
16900	16950	0	3305	5460	6143	237	3305	5460	6143
16950	17000	0	3305	5460	6143	233	3305	5460	6143
17000	17050	0	3305	5460	6143	229	3305	5460	6143
17050	17100	0	3305	5460	6143	225	3305	5460	6143
17100	17150	0	3305	5460	6143	221	3305	5460	6143
17150	17200	0	3305	5460	6143	218	3305	5460	6143
17200	17250	0	3305	5460	6143	214	3305	5460	6143
17250	17300	0	3305	5460	6143	210	3305	5460	6143
17300	17350	0	3305	5460	6143	206	3305	5460	6143
17350	17400	0	3305	5460	6143	202	3305	5460	6143
17400	17450	0	3305	5460	6143	199	3305	5460	6143
17450	17500	0	3305	5460	6143	195	3305	5460	6143
17500	17550	0	3305	5460	6143	191	3305	5460	6143
17550	17600	0	3305	5460	6143	187	3305	5460	6143
17600	17650	0	3305	5460	6143	183	3305	5460	6143
17650	17700	0	3305	5460	6143	179	3305	5460	6143
17700	17750	0	3305	5460	6143	176	3305	5460	6143
17750	17800	0	3305	5460	6143	172	3305	5460	6143
17800	17850	0	3305	5460	6143	168	3305	5460	6143
17850	17900	0	3298	5451	6133	164	3305	5460	6143
17900	17950	0	3290	5440	6122	160	3305	5460	6143
17950	18000	0	3282	5429	6112	156	3305	5460	6143
18000	18050	0	3274	5419	6101	153	3305	5460	6143
18050	18100	0	3266	5408	6091	149	3305	5460	6143
18100	18150	0	3258	5398	6080	145	3305	5460	6143
18150	18200	0	3250	5387	6070	141	3305	5460	6143
18200	18250	0	3242	5377	6059	137	3305	5460	6143
18250	18300	0	3234	5366	6049	133	3305	5460	6143
18300	18350	0	3226	5356	6038	130	3305	5460	6143
18350	18400	0	3218	5345	6028	126	3305	5460	6143
18400	18450	0	3210	5335	6017	122	3305	5460	6143
18450	18500	0	3202	5324	6007	118	3305	5460	6143
18500	18550	0	3194	5314	5996	114	3305	5460	6143
18550	18600	0	3186	5303	5986	111	3305	5460	6143
18600	18650	0	3178	5293	5975	107	3305	5460	6143
18650	18700	0	3170	5282	5965	103	3305	5460	6143
18700	18750	0	3162	5272	5954	99	3305	5460	6143
18750	18800	0	3154	5261	5943	95	3305	5460	6143
18800	18850	0	3146	5250	5933	91	3305	5460	6143
18850	18900	0	3138	5240	5922	88	3305	5460	6143
18900	18950	0	3130	5229	5912	84	3305	5460	6143
18950	19000	0	3122	5219	5901	80	3305	5460	6143
19000	19050	0	3114	5208	5891	76	3305	5460	6143
19050	19100	0	3106	5198	5880	72	3305	5460	6143
19100	19150	0	3098	5187	5870	68	3305	5460	6143
19150	19200	0	3090	5177	5859	65	3305	5460	6143
19200	19250	0	3082	5166	5849	61	3305	5460	6143
19250	19300	0	3074	5156	5838	57	3305	5460	6143
19300	19350	0	3066	5145	5828	53	3305	5460	6143
19350	19400	0	3058	5135	5817	49	3305	5460	6143
19400	19450	0	3050	5124	5807	46	3305	5460	6143
19450	19500	0	3042	5114	5796	42	3305	5460	6143
19500	19550	0	3034	5103	5786	38	3305	5460	6143
19550	19600	0	3026	5093	5775	34	3305	5460	6143
19600	19650	0	3018	5082	5764	30	3305	5460	6143
19650	19700	0	3010	5071	5754	26	3305	5460	6143
19700	19750	0	3002	5061	5743	23	3305	5460	6143
19750	19800	0	2994	5050	5733	19	3305	5460	6143
19800	19850	0	2986	5040	5722	15	3305	5460	6143
19850	19900	0	2978	5029	5712	11	3305	5460	6143
19900	19950	0	2970	5019	5701	7	3305	5460	6143
19950	20000	0	2962	5008	5691	3	3305	5460	6143
20000	20050	0	2954	4998	5680	*	3305	5460	6143
20050	20100	0	2946	4987	5670	0	3305	5460	6143
20100	20150	0	2938	4977	5659	0	3305	5460	6143
20150	20200	0	2930	4966	5649	0	3305	5460	6143
20200	20250	0	2922	4956	5638	0	3305	5460	6143
20250	20300	0	2914	4945	5628	0	3305	5460	6143
20300	20350	0	2906	4935	5617	0	3305	5460	6143
20350	20400	0	2898	4924	5607	0	3305	5460	6143
20400	20450	0	2890	4913	5596	0	3305	5460	6143
20450	20500	0	2882	4903	5585	0	3305	5460	6143
20500	20550	0	2874	4892	5575	0	3305	5460	6143
20550	20600	0	2866	4882	5564	0	3305	5460	6143
20600	20650	0	2858	4871	5554	0	3305	5460	6143
20650	20700	0	2850	4861	5543	0	3305	5460	6143
20700	20750	0	2842	4850	5533	0	3305	5460	6143
20750	20800	0	2834	4840	5522	0	3305	5460	6143
20800	20850	0	2826	4829	5512	0	3305	5460	6143
20850	20900	0	2818	4819	5501	0	3305	5460	6143
20900	20950	0	2810	4808	5491	0	3305	5460	6143
20950	21000	0	2802	4798	5480	0	3305	5460	6143
21000	21050	0	2794	4787	5470	0	3305	5460	6143
21050	21100	0	2786	4777	5459	0	3305	5460	6143
21100	21150	0	2778	4766	5449	0	3305	5460	6143
21150	21200	0	2770	4756	5438	0	3305	5460	6143
21200	21250	0	2762	4745	5428	0	3305	5460	6143
21250	21300	0	2754	4734	5417	0	3305	5460	6143
21300	21350	0	2746	4724	5406	0	3305	5460	6143
21350	21400	0	2738	4713	5396	0	3305	5460	6143
21400	21450	0	2730	4703	5385	0	3305	5460	6143
21450	21500	0	2722	4692	5375	0	3305	5460	6143
21500	21550	0	2714	4682	5364	0	3305	5460	6143
21550	21600	0	2706	4671	5354	0	3305	5460	6143
21600	21650	0	2698	4661	5343	0	3305	5460	6143
21650	21700	0	2690	4650	5333	0	3305	5460	6143
21700	21750	0	2682	4640	5322	0	3305	5460	6143
21750	21800	0	2674	4629	5312	0	3305	5460	6143
21800	21850	0	2666	4619	5301	0	3305	5460	6143
21850	21900	0	2658	4608	5291	0	3305	5460	6143
21900	21950	0	2650	4598	5280	0	3305	5460	6143
21950	22000	0	2642	4587	5270	0	3305	5460	6143
22000	22050	0	2634	4577	5259	0	3305	5460	6143
22050	22100	0	2626	4566	5249	0	3305	5460	6143
22100	22150	0	2618	4555	5238	0	3305	5460	6143
22150	22200	0	2610	4545	5227	0	3305	5460	6143
22200	22250	0	2602	4534	5217	0	3305	5460	6143
22250	22300	0	2594	4524	5206	0	3305	5460	6143
22300	22350	0	2586	4513	5196	0	3305	5460	6143
22350	22400	0	2579	4503	5185	0	3305	5460	6143
22400	22450	0	2571	4492	5175	0	3305	5460	6143
22450	22500	0	2563	4482	5164	0	3305	5460	6143
22500	22550	0	2555	4471	5154	0	3305	5460	6143
22550	22600	0	2547	4461	5143	0	3305	5460	6143
22600	22650	0	2539	4450	5133	0	3305	5460	6143
22650	22700	0	2531	4440	5122	0	3305	5460	6143
22700	22750	0	2523	4429	5112	0	3305	5460	6143
22750	22800	0	2515	4419	5101	0	3305	5460	6143
22800	22850	0	2507	4408	5091	0	3305	5460	6143
22850	22900	0	2499	4398	5080	0	3305	5460	6143
22900	22950	0	2491	4387	5069	0	3305	5460	6143
22950	23000	0	2483	4376	5059	0	3305	5460	6143
23000	23050	0	2475	4366	5048	0	3305	5460	6143
23050	23100	0	2467	4355	5038	0	3305	5460	6143
23100	23150	0	2459	4345	5027	0	3305	5460	6143
23150	23200	0	2451	4334	5017	0	3305	5460	6143
23200	23250	0	2443	4324	5006	0	3305	5460	6143
23250	23300	0	2435	4313	4996	0	3305	5460	6143
23300	23350	0	2427	4303	4985	0	3294	5446	6129
23350	23400	0	2419	4292	4975	0	3286	5436	6118
23400	23450	0	2411	4282	4964	0	3278	5425	6108
23450	23500	0	2403	4271	4954	0	3270	5415	6097
23500	23550	0	2395	4261	4943	0	3262	5404	6087
23550	23600	0	2387	4250	4933	0	3254	5394	6076
23600	23650	0	2379	4240	4922	0	3246	5383	6066
23650	23700	0	2371	4229	4912	0	3238	5373	6055
23700	23750	0	2363	4219	4901	0	3230	5362	6045
23750	23800	0	2355	4208	4890	0	3223	5352	6034
23800	23850	0	2347	4197	4880	0	3215	5341	6024
23850	23900	0	2339	4187	4869	0	3207	5330	6013
23900	23950	0	2331	4176	4859	0	3199	5320	6002
23950	24000	0	2323	4166	4848	0	3191	5309	5992
24000	24050	0	2315	4155	4838	0	3183	5299	5981
24050	24100	0	2307	4145	4827	0	3175	5288	5971
24100	24150	0	2299	4134	4817	0	3167	5278	5960
24150	24200	0	2291	4124	4806	0	3159	5267	5950
24200	24250	0	2283	4113	4796	0	3151	5257	5939
24250	24300	0	2275	4103	4785	0	3143	5246	5929
24300	24350	0	2267	4092	4775	0	3135	5236	5918
24350	24400	0	2259	4082	4764	0	3127	5225	5908
24400	24450	0	2251	4071	4754	0	3119	5215	5897
24450	24500	0	2243	4061	4743	0	3111	5204	5887
24500	24550	0	2235	4050	4733	0	3103	5194	5876
24550	24600	0	2227	4040	4722	0	3095	5183	5866
24600	24650	0	2219	4029	4711	0	3087	5173	5855
24650	24700	0	2211	4018	4701	0	3079	5162	5845
24700	24750	0	2203	4008	4690	0	3071	5151	5834
24750	24800	0	2195	3997	4680	0	3063	5141	5823
24800	24850	0	2187	3987	4669	0	3055	5130	5813
24850	24900	0	2179	3976	4659	0	3047	5120	5802
24900	24950	0	2171	3966	4648	0	3039	5109	5792
24950	25000	0	2163	3955	4638	0	3031	5099	5781
25000	25050	0	2155	3945	4627	0	3023	5088	5771
25050	25100	0	2147	3934	4617	0	3015	5078	5760
25100	25150	0	2139	3924	4606	0	3007	5067	5750
25150	25200	0	2131	3913	4596	0	2999	5057	5739
25200	25250	0	2123	3903	4585	0	2991	5046	5729
25250	25300	0	2115	3892	4575	0	2983	5036	5718
25300	25350	0	2107	3882	4564	0	2975	5025	5708
25350	25400	0	2099	3871	4554	0	2967	5015	5697
25400	25450	0	2091	3860	4543	0	2959	5004	5687
25450	25500	0	2083	3850	4532	0	2951	4994	5676
25500	25550	0	2075	3839	4522	0	2943	4983	5665
25550	25600	0	2067	3829	4511	0	2935	4972	5655
